# Input	ChemicalName	ChemicalID	CasRN	GeneSymbol	GeneID	Organism	OrganismID	Interaction	InteractionActions	PubMedIDs
ckb	4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide	C459179		CKB	1152	Homo sapiens	9606	[NOG protein co-treated with trichostatin A co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in decreased expression of CKB mRNA	affects^cotreatment|decreases^expression	27188386
ckb	4-oxoretinoic acid	C002202	38030-57-8	CKB	1152	Homo sapiens	9606	4-oxoretinoic acid results in decreased expression of CKB mRNA	decreases^expression	15982314
ckb	acetamide	C030686	60-35-5	CKB	1152	Rattus norvegicus	10116	acetamide results in increased expression of CKB mRNA	increases^expression	31881176
ckb	Acetaminophen	D000082	103-90-2	CKB	1152	Mus musculus	10090	Acetaminophen affects the expression of CKB mRNA	affects^expression	17562736
ckb	Acetaminophen	D000082	103-90-2	CKB	1152	Rattus norvegicus	10116	Acetaminophen results in increased expression of CKB mRNA	increases^expression	33387578
ckb	Aldehydes	D000447		CKB	1152	Homo sapiens	9606	Aldehydes results in increased expression of CKB mRNA	increases^expression	25014914
ckb	Ammonium Chloride	D000643	12125-02-9	CKB	1152	Rattus norvegicus	10116	Ammonium Chloride affects the expression of CKB mRNA	affects^expression	16483693
ckb	Ampicillin	D000667	69-53-4	CKB	1152	Homo sapiens	9606	Ampicillin results in increased expression of CKB mRNA	increases^expression	21632981
ckb	Antigens, Polyomavirus Transforming	D000952		CKB	1152	Mus musculus	10090	Antigens, Polyomavirus Transforming results in decreased expression of CKB mRNA	decreases^expression	26680231
ckb	Antirheumatic Agents	D018501		CKB	1152	Homo sapiens	9606	Antirheumatic Agents results in increased expression of CKB mRNA	increases^expression	24449571
ckb	aristolochic acid I	C000228	313-67-7	CKB	1152	Homo sapiens	9606	aristolochic acid I results in increased expression of CKB mRNA	increases^expression	33212167
ckb	Arsenic Trioxide	D000077237	1327-53-3	CKB	1152	Homo sapiens	9606	Arsenic Trioxide results in decreased expression of CKB protein	decreases^expression	30093655
ckb	arsenite	C015001	15502-74-6	CKB	1152	Homo sapiens	9606	arsenite results in increased expression of CKB mRNA	increases^expression	31646340
ckb	Asbestos, Serpentine	D017632		CKB	1152	Homo sapiens	9606	Asbestos, Serpentine results in decreased expression of CKB mRNA	decreases^expression	21148743
ckb	Atrazine	D001280	1912-24-9	CKB	1152	Macaca mulatta	9544	Atrazine results in increased expression of CKB mRNA	increases^expression	29505797
ckb	Atrazine	D001280	1912-24-9	CKB	1152	Oncorhynchus mykiss	8022	Atrazine results in decreased expression of CKB mRNA	decreases^expression	22982499
ckb	Azathioprine	D001379	446-86-6	CKB	1152	Homo sapiens	9606	Azathioprine results in decreased expression of CKB mRNA	decreases^expression	22623647
ckb	AZM551248	C547126		CKB	1152	Canis lupus familiaris	9615	AZM551248 results in decreased expression of CKB mRNA	decreases^expression	22323515
ckb	benidipine	C061004	105979-17-7	CKB	1152	Rattus norvegicus	10116	benidipine inhibits the reaction [Isoproterenol results in increased expression of and results in increased secretion of [CKM protein binds to CKB protein]]	affects^binding|decreases^reaction|increases^expression|increases^secretion	25269373
ckb	Benztropine	D001590	86-13-5	CKB	1152	Homo sapiens	9606	[Cuprizone co-treated with Benztropine] results in increased expression of CKB protein	affects^cotreatment|increases^expression	34122009
ckb	benzyloxycarbonylleucyl-leucyl-leucine aldehyde	C072553		CKB	1152	Mus musculus	10090	[MYBPC3 protein affects the susceptibility to benzyloxycarbonylleucyl-leucyl-leucine aldehyde] which results in decreased expression of CKB mRNA	affects^response to substance|decreases^expression	25566086
ckb	Betaine	D001622	107-43-7	CKB	1152	Rattus norvegicus	10116	Betaine results in increased expression of CKB mRNA	increases^expression	26391144
ckb	Bexarotene	D000077610		CKB	1152	Rattus norvegicus	10116	Bexarotene results in increased expression of CKB mRNA	increases^expression	16648578
ckb	bisphenol A	C006780	80-05-7	CKB	1152	Chrysemys picta bellii	8478	bisphenol A results in increased expression of CKB mRNA	increases^expression	28159858
ckb	bisphenol A	C006780	80-05-7	CKB	1152	Homo sapiens	9606	bisphenol A affects the expression of CKB mRNA	affects^expression	30903817
ckb	bisphenol A	C006780	80-05-7	CKB	1152	Homo sapiens	9606	bisphenol A results in decreased expression of CKB protein	decreases^expression	34186270
ckb	bisphenol A	C006780	80-05-7	CKB	1152	Homo sapiens	9606	bisphenol A results in increased expression of CKB mRNA	increases^expression	23019147
ckb	bisphenol A	C006780	80-05-7	CKB	1152	Homo sapiens	9606	bisphenol A results in increased expression of CKB protein	increases^expression	37567409
ckb	bisphenol A	C006780	80-05-7	CKB	1152	Homo sapiens	9606	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in increased expression of CKB mRNA	affects^cotreatment|increases^expression	28628672
ckb	bisphenol A	C006780	80-05-7	CKB	1152	Mus musculus	10090	bisphenol A results in decreased expression of CKB protein	decreases^expression	35999755
ckb	bisphenol A	C006780	80-05-7	CKB	1152	Mus musculus	10090	bisphenol A results in increased expression of CKB mRNA	increases^expression	26063408
ckb	bisphenol A	C006780	80-05-7	CKB	1152	Rattus norvegicus	10116	[bisphenol A co-treated with bisphenol F co-treated with bisphenol S] results in increased expression of CKB mRNA	affects^cotreatment|increases^expression	36041667
ckb	bisphenol A	C006780	80-05-7	CKB	1152	Rattus norvegicus	10116	bisphenol A results in decreased expression of CKB mRNA	decreases^expression	25181051|30816183|33296240
ckb	bisphenol A	C006780	80-05-7	CKB	1152	Rattus norvegicus	10116	bisphenol A results in increased expression of CKB mRNA	increases^expression	12075121|32145629
ckb	bisphenol B	C492482		CKB	1152	Homo sapiens	9606	bisphenol B results in increased expression of CKB protein	increases^expression	34186270
ckb	bisphenol F	C000611646		CKB	1152	Homo sapiens	9606	bisphenol F results in increased expression of CKB protein	increases^expression	34186270
ckb	bisphenol F	C000611646		CKB	1152	Rattus norvegicus	10116	[bisphenol A co-treated with bisphenol F co-treated with bisphenol S] results in increased expression of CKB mRNA	affects^cotreatment|increases^expression	36041667
ckb	bisphenol S	C543008	80-09-1	CKB	1152	Homo sapiens	9606	bisphenol S results in increased expression of CKB protein	increases^expression	34186270
ckb	bisphenol S	C543008	80-09-1	CKB	1152	Rattus norvegicus	10116	[bisphenol A co-treated with bisphenol F co-treated with bisphenol S] results in increased expression of CKB mRNA	affects^cotreatment|increases^expression	36041667
ckb	bis(tri-n-butyltin)oxide	C005961		CKB	1152	Fundulus heteroclitus	8078	bis(tri-n-butyltin)oxide results in decreased expression of CKB mRNA	decreases^expression	17451821
ckb	Bleomycin	D001761	11056-06-7	CKB	1152	Rattus norvegicus	10116	Bleomycin results in increased expression of CKB protein	increases^expression	25933445
ckb	butyraldehyde	C018475	123-72-8	CKB	1152	Homo sapiens	9606	butyraldehyde results in increased expression of CKB mRNA	increases^expression	26079696
ckb	Cadmium	D002104	7440-43-9	CKB	1152	Homo sapiens	9606	Cadmium results in increased expression of CKB mRNA	increases^expression	24376830|31646340
ckb	Cadmium Chloride	D019256	10108-64-2	CKB	1152	Homo sapiens	9606	[sodium arsenite co-treated with Cadmium Chloride co-treated with chromic oxide co-treated with chromous chloride co-treated with lead acetate] results in decreased expression of CKB mRNA	affects^cotreatment|decreases^expression	12634122
ckb	Cadmium Chloride	D019256	10108-64-2	CKB	1152	Paralichthys olivaceus	8255	Cadmium Chloride results in increased expression of CKB protein	increases^expression	16647146
ckb	Calcifediol	D002112	19356-17-3	CKB	1152	Rattus norvegicus	10116	Calcifediol deficiency results in decreased expression of CKB mRNA	decreases^expression	17293106
ckb	candoxin	C459604		CKB	1152	Homo sapiens	9606	candoxin results in decreased expression of CKB mRNA	decreases^expression	16309724
ckb	Carbamazepine	D002220	298-46-4	CKB	1152	Homo sapiens	9606	Carbamazepine affects the expression of CKB mRNA	affects^expression	25979313
ckb	Carbon Tetrachloride	D002251	56-23-5	CKB	1152	Mus musculus	10090	Carbon Tetrachloride results in increased expression of CKB mRNA	increases^expression	17484886|27339419
ckb	Carbon Tetrachloride	D002251	56-23-5	CKB	1152	Rattus norvegicus	10116	Carbon Tetrachloride results in decreased expression of CKB mRNA	decreases^expression	31150632
ckb	Carvedilol	D000077261	72956-09-3	CKB	1152	Rattus norvegicus	10116	Carvedilol inhibits the reaction [Isoproterenol results in increased expression of and results in increased secretion of [CKM protein binds to CKB protein]]	affects^binding|decreases^reaction|increases^expression|increases^secretion	25496245
ckb	Chlorodiphenyl (54% Chlorine)	D020111	11097-69-1	CKB	1152	Rattus norvegicus	10116	Chlorodiphenyl (54% Chlorine) results in increased expression of CKB protein	increases^expression	21791222
ckb	chloropicrin	C100187	76-06-2	CKB	1152	Homo sapiens	9606	chloropicrin results in decreased expression of CKB mRNA	decreases^expression	28476498
ckb	Chlorpyrifos	D004390	2921-88-2	CKB	1152	Mus musculus	10090	Chlorpyrifos results in increased expression of CKB mRNA	increases^expression	37019170
ckb	Choline	D002794	62-49-7	CKB	1152	Mus musculus	10090	[Methionine deficiency co-treated with Choline deficiency co-treated with Folic Acid deficiency] results in increased expression of CKB mRNA	affects^cotreatment|increases^expression	20938992
ckb	chromic oxide	C023600	1308-38-9	CKB	1152	Homo sapiens	9606	[sodium arsenite co-treated with Cadmium Chloride co-treated with chromic oxide co-treated with chromous chloride co-treated with lead acetate] results in decreased expression of CKB mRNA	affects^cotreatment|decreases^expression	12634122
ckb	chromous chloride	C017133	10049-05-5	CKB	1152	Homo sapiens	9606	[sodium arsenite co-treated with Cadmium Chloride co-treated with chromic oxide co-treated with chromous chloride co-treated with lead acetate] results in decreased expression of CKB mRNA	affects^cotreatment|decreases^expression	12634122
ckb	Cisplatin	D002945	15663-27-1	CKB	1152	Homo sapiens	9606	[Cisplatin co-treated with jinfukang] results in increased expression of CKB mRNA	affects^cotreatment|increases^expression	27392435
ckb	Cisplatin	D002945	15663-27-1	CKB	1152	Homo sapiens	9606	Cisplatin results in increased expression of CKB mRNA	increases^expression	27392435
ckb	Clobetasol	D002990	25122-41-2	CKB	1152	Mus musculus	10090	Clobetasol results in increased expression of CKB mRNA	increases^expression	27462272
ckb	Clofibrate	D002994	637-07-0	CKB	1152	Oikopleura dioica	34765	Clofibrate results in decreased expression of CKB mRNA	decreases^expression	22300585
ckb	Copper Sulfate	D019327	7758-98-7	CKB	1152	Homo sapiens	9606	Copper Sulfate results in decreased expression of CKB mRNA	decreases^expression	19549813
ckb	Cuprizone	D003471	370-81-0	CKB	1152	Homo sapiens	9606	[Cuprizone co-treated with Benztropine] results in increased expression of CKB protein	affects^cotreatment|increases^expression	34122009
ckb	Curcumin	D003474	458-37-7	CKB	1152	Rattus norvegicus	10116	Curcumin inhibits the reaction [Doxorubicin results in increased expression of [CKM protein binds to CKB protein]]	affects^binding|decreases^reaction|increases^expression	29315967
ckb	Cycloheximide	D003513	66-81-9	CKB	1152	Rattus norvegicus	10116	Cycloheximide inhibits the reaction [Estradiol results in increased expression of CKB protein]	decreases^reaction|increases^expression	7839363
ckb	Cycloheximide	D003513	66-81-9	CKB	1152	Rattus norvegicus	10116	Cycloheximide inhibits the reaction [Methoxychlor results in increased expression of CKB protein]	decreases^reaction|increases^expression	7839363
ckb	Cyclosporine	D016572	59865-13-3	CKB	1152	Homo sapiens	9606	Cyclosporine results in decreased expression of CKB mRNA	decreases^expression	20106945|21632981|25562108|27989131
ckb	Cytarabine	D003561	147-94-4	CKB	1152	Homo sapiens	9606	Cytarabine results in increased expression of CKB mRNA	increases^expression	21198554
ckb	Dactinomycin	D003609	50-76-0	CKB	1152	Rattus norvegicus	10116	Dactinomycin inhibits the reaction [Estradiol results in increased expression of CKB protein]	decreases^reaction|increases^expression	7839363
ckb	Dactinomycin	D003609	50-76-0	CKB	1152	Rattus norvegicus	10116	Dactinomycin inhibits the reaction [Methoxychlor results in increased expression of CKB protein]	decreases^reaction|increases^expression	7839363
ckb	deoxynivalenol	C007262	51481-10-8	CKB	1152	Sus scrofa	9823	deoxynivalenol results in increased expression of CKB mRNA	increases^expression	35307453
ckb	Dexamethasone	D003907	50-02-2	CKB	1152	Homo sapiens	9606	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in increased expression of CKB mRNA	affects^cotreatment|increases^expression	28628672
ckb	Dexamethasone	D003907	50-02-2	CKB	1152	Rattus norvegicus	10116	Dexamethasone results in increased expression of CKB mRNA	increases^expression	14618091
ckb	Dextran Sulfate	D016264	9042-14-2	CKB	1152	Mus musculus	10090	Dextran Sulfate results in decreased expression of CKB protein	decreases^expression	35999755
ckb	Dibutyl Phthalate	D003993	84-74-2	CKB	1152	Mus musculus	10090	Dibutyl Phthalate results in increased expression of CKB mRNA	increases^expression	21266533
ckb	dicyclohexyl phthalate	C036042	84-61-7	CKB	1152	Xenopus tropicalis	8364	dicyclohexyl phthalate affects the expression of CKB mRNA	affects^expression	26924002
ckb	Dietary Fats	D004041		CKB	1152	Mus musculus	10090	Dietary Fats results in increased expression of CKB mRNA	increases^expression	22609946
ckb	Diethylhexyl Phthalate	D004051	117-81-7	CKB	1152	Homo sapiens	9606	Diethylhexyl Phthalate results in increased expression of CKB protein	increases^expression	31163220
ckb	Diethylstilbestrol	D004054	56-53-1	CKB	1152	Mus musculus	10090	Diethylstilbestrol results in increased expression of CKB mRNA	increases^expression	16636312
ckb	dorsomorphin	C516138		CKB	1152	Homo sapiens	9606	[NOG protein co-treated with trichostatin A co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in decreased expression of CKB mRNA	affects^cotreatment|decreases^expression	27188386
ckb	Doxorubicin	D004317	23214-92-8	CKB	1152	Homo sapiens	9606	Doxorubicin affects the expression of CKB protein	affects^expression	29385562
ckb	Doxorubicin	D004317	23214-92-8	CKB	1152	Homo sapiens	9606	Doxorubicin results in decreased expression of CKB mRNA	decreases^expression	29803840
ckb	Doxorubicin	D004317	23214-92-8	CKB	1152	Rattus norvegicus	10116	Curcumin inhibits the reaction [Doxorubicin results in increased expression of [CKM protein binds to CKB protein]]	affects^binding|decreases^reaction|increases^expression	29315967
ckb	Doxorubicin	D004317	23214-92-8	CKB	1152	Rattus norvegicus	10116	Doxorubicin results in decreased expression of CKB mRNA	decreases^expression	19915844
ckb	Doxorubicin	D004317	23214-92-8	CKB	1152	Rattus norvegicus	10116	Doxorubicin results in increased expression of CKB protein	increases^expression	15764680
ckb	Doxorubicin	D004317	23214-92-8	CKB	1152	Rattus norvegicus	10116	Doxorubicin results in increased expression of [CKM protein binds to CKB protein]	affects^binding|increases^expression	29315967|33484087
ckb	Doxorubicin	D004317	23214-92-8	CKB	1152	Rattus norvegicus	10116	Proanthocyanidins inhibits the reaction [Doxorubicin results in increased expression of [CKM protein binds to CKB protein]]	affects^binding|decreases^reaction|increases^expression	33484087
ckb	Dronabinol	D013759		CKB	1152	Homo sapiens	9606	Dronabinol results in increased expression of CKB mRNA	increases^expression	18163980
ckb	Dronabinol	D013759		CKB	1152	Homo sapiens	9606	Dronabinol results in increased expression of CKB protein	increases^expression	18163980
ckb	Endosulfan	D004726	115-29-7	CKB	1152	Rattus norvegicus	10116	Endosulfan results in decreased expression of CKB mRNA	decreases^expression	29391264
ckb	ENNG	C013525	4245-77-6	CKB	1152	Rattus norvegicus	10116	[ENNG co-treated with Isoflavones] results in increased expression of CKB protein	affects^cotreatment|increases^expression	22248470
ckb	ENNG	C013525	4245-77-6	CKB	1152	Rattus norvegicus	10116	ENNG results in increased expression of CKB protein	increases^expression	22248470
ckb	Estradiol	D004958	50-28-2	CKB	1152	Homo sapiens	9606	[Estradiol co-treated with Progesterone] results in increased expression of CKB mRNA	affects^cotreatment|increases^expression	20660070
ckb	Estradiol	D004958	50-28-2	CKB	1152	Homo sapiens	9606	[Estradiol co-treated with TGFB1 protein] results in decreased expression of CKB mRNA	affects^cotreatment|decreases^expression	30165855
ckb	Estradiol	D004958	50-28-2	CKB	1152	Homo sapiens	9606	Estradiol results in decreased expression of CKB mRNA	decreases^expression	31646340
ckb	Estradiol	D004958	50-28-2	CKB	1152	Homo sapiens	9606	Estradiol results in increased expression of CKB mRNA	increases^expression	23019147
ckb	Estradiol	D004958	50-28-2	CKB	1152	Homo sapiens	9606	Fulvestrant inhibits the reaction [Estradiol results in decreased expression of CKB mRNA]	decreases^expression|decreases^reaction	31646340
ckb	Estradiol	D004958	50-28-2	CKB	1152	Homo sapiens	9606	[Progesterone co-treated with Estradiol] results in increased expression of CKB mRNA	affects^cotreatment|increases^expression	17404688
ckb	Estradiol	D004958	50-28-2	CKB	1152	Rattus norvegicus	10116	2-hydroxyestradiol inhibits the reaction [Estradiol results in increased expression of CKB]	decreases^reaction|increases^expression	10030690
ckb	Estradiol	D004958	50-28-2	CKB	1152	Rattus norvegicus	10116	2-hydroxyestrone inhibits the reaction [Estradiol results in increased expression of CKB]	decreases^reaction|increases^expression	10030690
ckb	Estradiol	D004958	50-28-2	CKB	1152	Rattus norvegicus	10116	Cycloheximide inhibits the reaction [Estradiol results in increased expression of CKB protein]	decreases^reaction|increases^expression	7839363
ckb	Estradiol	D004958	50-28-2	CKB	1152	Rattus norvegicus	10116	Dactinomycin inhibits the reaction [Estradiol results in increased expression of CKB protein]	decreases^reaction|increases^expression	7839363
ckb	Estradiol	D004958	50-28-2	CKB	1152	Rattus norvegicus	10116	Estradiol results in increased expression of CKB	increases^expression	10030690
ckb	Estradiol	D004958	50-28-2	CKB	1152	Rattus norvegicus	10116	Estradiol results in increased expression of CKB mRNA	increases^expression	32145629
ckb	Estradiol	D004958	50-28-2	CKB	1152	Rattus norvegicus	10116	Estradiol results in increased expression of CKB protein	increases^expression	7839363
ckb	Estriol	D004964	50-27-1	CKB	1152	Rattus norvegicus	10116	Estriol results in increased expression of CKB	increases^expression	10030690
ckb	Ethanol	D000431	64-17-5	CKB	1152	Rattus norvegicus	10116	Ethanol promotes the reaction [Tramadol results in increased expression of [CKM protein binds to CKB protein]]	affects^binding|increases^expression|increases^reaction	33645892
ckb	Ethanol	D000431	64-17-5	CKB	1152	Rattus norvegicus	10116	Ethanol results in increased expression of [CKM protein binds to CKB protein]	affects^binding|increases^expression	33645892
ckb	Ethanol	D000431	64-17-5	CKB	1152	Rattus norvegicus	10116	Tramadol promotes the reaction [Ethanol results in increased expression of [CKM protein binds to CKB protein]]	affects^binding|increases^expression|increases^reaction	33645892
ckb	Ethinyl Estradiol	D004997	57-63-6	CKB	1152	Homo sapiens	9606	Ethinyl Estradiol results in increased expression of CKB mRNA	increases^expression	18936297
ckb	Ethinyl Estradiol	D004997	57-63-6	CKB	1152	Mus musculus	10090	Ethinyl Estradiol results in increased expression of CKB mRNA	increases^expression	12072388|16174780|17942748|19400957
ckb	Ethinyl Estradiol	D004997	57-63-6	CKB	1152	Mus musculus	10090	[Tetrachlorodibenzodioxin co-treated with Ethinyl Estradiol] results in increased expression of CKB mRNA	affects^cotreatment|increases^expression	17942748
ckb	Ethinyl Estradiol	D004997	57-63-6	CKB	1152	Rattus norvegicus	10116	Ethinyl Estradiol affects the expression of CKB mRNA	affects^expression	17351261
ckb	Ethinyl Estradiol	D004997	57-63-6	CKB	1152	Rattus norvegicus	10116	Ethinyl Estradiol results in increased expression of CKB mRNA	increases^expression	12075121|12655037|16140622|16174780|19400957
ckb	Ethinyl Estradiol	D004997	57-63-6	CKB	1152	Xenopus tropicalis	8364	Ethinyl Estradiol results in increased expression of CKB mRNA	increases^expression	23129252
ckb	ethylene dichloride	C024565	107-06-2	CKB	1152	Mus musculus	10090	ethylene dichloride results in decreased expression of CKB mRNA	decreases^expression	28960355
ckb	fenamidone	C540355		CKB	1152	Mus musculus	10090	fenamidone results in increased expression of CKB mRNA	increases^expression	27029645
ckb	Fenretinide	D017313	65646-68-6	CKB	1152	Mus musculus	10090	Fenretinide results in increased expression of CKB mRNA	increases^expression	28973697
ckb	Fenthion	D005284	55-38-9	CKB	1152	Mus musculus	10090	Fenthion results in decreased expression of CKB mRNA	decreases^expression	34813904
ckb	Folic Acid	D005492	59-30-3	CKB	1152	Mus musculus	10090	Folic Acid affects the expression of CKB mRNA	affects^expression	25629700
ckb	Folic Acid	D005492	59-30-3	CKB	1152	Mus musculus	10090	[Methionine deficiency co-treated with Choline deficiency co-treated with Folic Acid deficiency] results in increased expression of CKB mRNA	affects^cotreatment|increases^expression	20938992
ckb	Fulvestrant	D000077267	129453-61-8	CKB	1152	Homo sapiens	9606	Fulvestrant inhibits the reaction [Estradiol results in decreased expression of CKB mRNA]	decreases^expression|decreases^reaction	31646340
ckb	Fulvestrant	D000077267	129453-61-8	CKB	1152	Homo sapiens	9606	Fulvestrant results in increased expression of CKB mRNA	increases^expression	31646340
ckb	furan	C039281	110-00-9	CKB	1152	Rattus norvegicus	10116	furan results in increased expression of CKB mRNA	increases^expression	27387713
ckb	Gemcitabine	D000093542		CKB	1152	Homo sapiens	9606	Gemcitabine results in decreased expression of CKB mRNA	decreases^expression	17039268
ckb	Genistein	D019833	446-72-0	CKB	1152	Homo sapiens	9606	Genistein results in increased expression of CKB mRNA	increases^expression	23019147
ckb	Genistein	D019833	446-72-0	CKB	1152	Rattus norvegicus	10116	Genistein results in increased expression of CKB mRNA	increases^expression	12075121
ckb	Grape Seed Proanthocyanidins	C511402		CKB	1152	Rattus norvegicus	10116	Grape Seed Proanthocyanidins affects the expression of CKB protein	affects^expression	16414080
ckb	halofuginone	C010176		CKB	1152	Rattus norvegicus	10116	halofuginone results in increased expression of CKB mRNA	increases^expression	17180598
ckb	hexabromocyclododecane	C089796	25637-99-4	CKB	1152	Rattus norvegicus	10116	hexabromocyclododecane results in increased expression of CKB protein	increases^expression	26795019
ckb	Hydrogen Peroxide	D006861	7722-84-1	CKB	1152	Homo sapiens	9606	Hydrogen Peroxide affects the expression of CKB mRNA	affects^expression	20044591
ckb	ICG 001	C492448		CKB	1152	Homo sapiens	9606	ICG 001 results in decreased expression of CKB mRNA	decreases^expression	26191083
ckb	imetit	C077430		CKB	1152	Rattus norvegicus	10116	imetit inhibits the reaction [Isoproterenol results in increased expression of and results in increased secretion of [CKM protein binds to CKB protein]]	affects^binding|decreases^reaction|increases^expression|increases^secretion	25496245
ckb	Indomethacin	D007213	53-86-1	CKB	1152	Homo sapiens	9606	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in increased expression of CKB mRNA	affects^cotreatment|increases^expression	28628672
ckb	Isoflavones	D007529		CKB	1152	Rattus norvegicus	10116	[ENNG co-treated with Isoflavones] results in increased expression of CKB protein	affects^cotreatment|increases^expression	22248470
ckb	Isoproterenol	D007545	7683-59-2	CKB	1152	Rattus norvegicus	10116	benidipine inhibits the reaction [Isoproterenol results in increased expression of and results in increased secretion of [CKM protein binds to CKB protein]]	affects^binding|decreases^reaction|increases^expression|increases^secretion	25269373
ckb	Isoproterenol	D007545	7683-59-2	CKB	1152	Rattus norvegicus	10116	Carvedilol inhibits the reaction [Isoproterenol results in increased expression of and results in increased secretion of [CKM protein binds to CKB protein]]	affects^binding|decreases^reaction|increases^expression|increases^secretion	25496245
ckb	Isoproterenol	D007545	7683-59-2	CKB	1152	Rattus norvegicus	10116	imetit inhibits the reaction [Isoproterenol results in increased expression of and results in increased secretion of [CKM protein binds to CKB protein]]	affects^binding|decreases^reaction|increases^expression|increases^secretion	25496245
ckb	Isoproterenol	D007545	7683-59-2	CKB	1152	Rattus norvegicus	10116	Isoproterenol results in increased expression of and results in increased secretion of [CKM protein binds to CKB protein]	affects^binding|increases^expression|increases^secretion	25269373|25496245
ckb	Isoproterenol	D007545	7683-59-2	CKB	1152	Rattus norvegicus	10116	Isoproterenol results in increased expression of [CKM protein binds to CKB protein]	affects^binding|increases^expression	22391854
ckb	Isotretinoin	D015474	4759-48-2	CKB	1152	Homo sapiens	9606	Isotretinoin results in decreased expression of CKB mRNA	decreases^expression	15982314
ckb	Ivermectin	D007559	70288-86-7	CKB	1152	Homo sapiens	9606	Ivermectin results in decreased expression of CKB protein	decreases^expression	32959892
ckb	jinfukang	C544151		CKB	1152	Homo sapiens	9606	[Cisplatin co-treated with jinfukang] results in increased expression of CKB mRNA	affects^cotreatment|increases^expression	27392435
